address,state,provAbortion,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
"157 S. Main Street, Phillipsburg, NJ 08865",NJ,Provides Abortions,40.68887,-75.199399,1,rooftop,157,S Main St,,,Phillipsburg,NJ,Warren County,8865,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34041,Phillipsburg,3458350,30700,4023,4,3.4041E+14,34041030700,"Allentown-Bethlehem-Easton, PA-NJ",10900,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,,
"9801 Georgia Avenue, Suite 338, Silver Spring, MD 20902",MD,Provides Abortions,39.016185,-77.042382,1,rooftop,9801,Georgia Ave,Ste,338,Silver Spring,MD,Montgomery County,20902,US,Montgomery,2018,24,24031,Forest Glen,2428640,703901,3007,3,2.40317E+14,24031703901,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Silver Spring-Frederick-Rockville, MD",43524
"600 Somerdale Road, Suite 206, Voorhees, NJ 08043",NJ,Provides Abortions,39.857714,-74.994052,1,rooftop,600,Somerdale Rd,Ste,206,Voorhees,NJ,Camden County,8043,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34007,Echelon,3419900,607502,3023,3,3.40076E+14,34007607502,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,"Camden, NJ",15804
"228 Main Street, Woodbridge, NJ 07095",NJ,Provides Abortions,40.552111,-74.287126,1,rooftop,228,Main St,,,Woodbridge,NJ,Middlesex County,7095,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34023,Woodbridge,3481950,3001,3010,3,3.4023E+14,34023003001,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"149 Vestal Parkway West, Vestal, NY 13851",NY,Provides Abortions,42.085273,-76.056179,1,rooftop,149,Vestal Pkwy W,,,Vestal,NY,Broome County,13850,US,Broome,2018,36,36007,,,14400,4026,4,3.6007E+14,36007014400,"Binghamton, NY",13780,metropolitan,,,,
"25 Highland Ave., Newburyport, MA 01950",MA,Provides Abortions,42.814386,-70.89108,1,rooftop,25,Highland Ave,,,Newburyport,MA,Essex County,1950,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2018,25,25009,Newburyport,2545245,268200,4024,4,2.50093E+14,25009268200,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Cambridge-Newton-Framingham, MA",15764
"1407 North Vermont Ave, Suite A, Los Angeles, CA 90027",CA,Provides Abortions,34.09718,-118.29207,1,rooftop,1407,N Vermont Ave,Ste,A,Los Angeles,CA,Los Angeles County,90027,US,City of Los Angeles,2018,6,6037,Los Angeles,644000,191201,2000,2,6.03719E+13,6037191201,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"8631 West 3rd Street, Suite 444E, Los Angeles, CA 90048",CA,Provides Abortions,34.07373,-118.38036,1,rooftop,8631,W 3rd St,Ste,444,Los Angeles,CA,Los Angeles County,90048,US,City of Los Angeles,2018,6,6037,Los Angeles,644000,214902,1010,1,6.03721E+13,6037214902,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"1874 Piedmont Ave NE, Suite 570E, Atlanta, GA 30324",GA,Provides Abortions,33.807564,-84.366614,1,rooftop,1874,Piedmont Ave NE,Ste,570E,Atlanta,GA,Fulton County,30324,US,City of Atlanta,2018,13,13121,Atlanta,1304000,9200,1031,1,1.3121E+14,13121009200,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA",122,,
"3114 Mercer University Drive, Suite 100, Atlanta, GA 30341",GA,Provides Abortions,33.877141,-84.261435,1,rooftop,3114,Mercer University Dr,Ste,100,Atlanta,GA,DeKalb County,30341,US,Dekalb,2018,13,13089,,,21705,1010,1,1.3089E+14,13089021705,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA",122,,
"235 West Wieuca Road NE, Atlanta, GA 30342",GA,Provides Abortions,33.876271,-84.378934,1,range_interpolation,235,W Wieuca Rd NE,,,Atlanta,GA,Fulton County,30342,US,TIGER/Line® dataset from the US Census Bureau,2018,13,13121,Atlanta,1304000,10001,2000,2,1.3121E+14,13121010001,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA",122,,
"1902 S IH-35, Suite A, Austin, TX 78704",TX,Provides Abortions,30.30886,-97.754883,0.6,rooftop,1902,W 35th St,Ste,A,Austin,TX,Travis County,78703,US,City of Austin,2018,48,48453,Austin,4805000,101,3026,3,4.8453E+14,48453000101,"Austin-Round Rock, TX",12420,metropolitan,,,,
"3300 Main Street, Suite 4D, Springfield, MA 01107",MA,Provides Abortions,42.122954,-72.609994,1,rooftop,3300,Main St,Ste,4D,Springfield,MA,Hampden County,1107,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2018,25,25013,Springfield,2567000,800600,3002,3,2.50138E+14,25013800600,"Springfield, MA",44140,metropolitan,"Springfield-Greenfield Town, MA",521,,
"725 North Street, Pittsfield, MA, 01201",MA,Provides Abortions,42.459419,-73.249431,1,rooftop,725,North St,,,Pittsfield,MA,Berkshire County,1201,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2018,25,25003,Pittsfield,2553960,900200,6003,6,2.50039E+14,25003900200,"Pittsfield, MA",38340,metropolitan,,,,
"330 Brookline Avenue, Boston, MA 02215",MA,Provides Abortions,42.33982,-71.10568,0.9,rooftop,330,Brookline Ave,,,Boston,MA,Suffolk County,2115,US,City of Boston,2018,25,25025,Boston,2507000,10300,2008,2,2.5025E+14,25025010300,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Boston, MA",14454
"872 E. Sahara Avenue, Las Vegas, NV 89104",NV,Provides Abortions,36.145965,-115.142963,1,rooftop,872,E Sahara Ave,,,Las Vegas,NV,Clark County,89104,US,Las Vegas,2018,32,32003,Las Vegas,3240000,1200,2010,2,3.2003E+14,32003001200,"Las Vegas-Henderson-Paradise, NV",29820,metropolitan,"Las Vegas-Henderson, NV-AZ",332,,
"7360 Coral Way, Ste. 16, Miami, FL 33155",FL,Provides Abortions,25.748034,-80.314854,1,rooftop,7360,Coral Way,Ste,16,Miami,FL,Miami-Dade County,33155,US,Statewide2,2018,12,12086,Coral Terrace,1214412,6002,2004,2,1.2086E+14,12086006002,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,metropolitan,"Miami-Fort Lauderdale-Port St. Lucie, FL",370,"Miami-Miami Beach-Kendall, FL",33124
"610 N. California Street, Missoula, MT 59802",MT,Provides Abortions,46.877261,-114.013119,1,rooftop,610,N California St,,,Missoula,MT,Missoula County,59802,US,Missoula,2018,30,30063,Missoula,3050200,201,5028,5,3.0063E+14,30063000201,"Missoula, MT",33540,metropolitan,,,,
"One Boston Medical Center Place, Boston, MA 02118",MA,Provides Abortions,42.336162,-71.072854,1,place,,,,,Boston,MA,Suffolk County,2118,US,TIGER/Line® dataset from the US Census Bureau,2018,25,25025,Boston,2507000,71101,1012,1,2.50251E+14,25025071101,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Boston, MA",14454
"1130 Alpine Avenue, Boulder, CO 80304",CO,Provides Abortions,40.025223,-105.283169,1,rooftop,1130,Alpine Ave,,,Boulder,CO,Boulder County,80304,US,City of Boulder,2018,8,8013,Boulder,807850,12204,1002,1,8.01301E+13,8013012204,"Boulder, CO",14500,metropolitan,"Denver-Aurora, CO",216,,
"2855 Valmont Road, Boulder, CO 80301",CO,Provides Abortions,40.02966,-105.256543,1,rooftop,2855,Valmont Rd,,,Boulder,CO,Boulder County,80301,US,City of Boulder,2018,8,8013,Boulder,807850,12203,4002,4,8.01301E+13,8013012203,"Boulder, CO",14500,metropolitan,"Denver-Aurora, CO",216,,
"82 21st Ave, Suite C, Longmont, CO 80501",CO,Provides Abortions,40.197223,-105.095219,1,rooftop,82,21st Ave,Ste,C,Longmont,CO,Boulder County,80501,US,Boulder,2018,8,8013,Longmont,845970,13505,3005,3,8.01301E+13,8013013505,"Boulder, CO",14500,metropolitan,"Denver-Aurora, CO",216,,
"292 S. La Cienega Blvd. #100, Beverly Hills, CA 90211",CA,Provides Abortions,34.062863,-118.375779,1,rooftop,292,S La Cienega Blvd,Ste,100,Beverly Hills,CA,Los Angeles County,90211,US,Los Angeles,2018,6,6037,Beverly Hills,606308,700901,1007,1,6.0377E+13,6037700901,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"1233 NW 10th Avenue, Gainesville, FL 32601",FL,Provides Abortions,29.661,-82.338282,1,rooftop,1233,NW 10th Ave,,,Gainesville,FL,Alachua County,32601,US,Alachua,2018,12,12001,Gainesville,1225175,301,2045,2,1.2001E+14,12001000301,"Gainesville, FL",23540,metropolitan,"Gainesville-Lake City, FL",264,,
"75 Francis Street, Boston, Ma, 02115",MA,Provides Abortions,42.336107,-71.107481,1,rooftop,75,Francis St,,,Boston,MA,Suffolk County,2115,US,City of Boston,2018,25,25025,Boston,2507000,81001,1007,1,2.50251E+14,25025081001,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Boston, MA",14454
"2901 West State St, Bristol, TN 37620",TN,Provides Abortions,36.592637,-82.219402,1,range_interpolation,2901,W State St,,,Bristol,TN,Sullivan County,37620,US,TIGER/Line® dataset from the US Census Bureau,2018,47,47163,Bristol,4708540,42701,5023,5,4.7163E+14,47163042701,"Kingsport-Bristol-Bristol, TN-VA",28700,metropolitan,"Johnson City-Kingsport-Bristol, TN-VA",304,,
"2070 Eastchester Road, Bronx, NY 10461",NY,Provides Abortions,40.85524,-73.843616,1,rooftop,2070,Eastchester Rd,,,Bronx,NY,Bronx County,10461,US,City of New York,2018,36,36005,New York,3651000,29600,1020,1,3.6005E+14,36005029600,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"14 Dekalb Ave, 4th Floor, Brooklyn, NY 11201",NY,Provides Abortions,40.689857,-73.982219,1,rooftop,14,Dekalb Ave,,,Brooklyn,NY,Kings County,11201,US,City of New York,2018,36,36047,New York,3651000,3300,2005,2,3.6047E+14,36047003300,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"142 Joralemon Street, Suite 4CF, Brooklyn, NY 11201",NY,Provides Abortions,40.692806,-73.99355,1,rooftop,142,Joralemon St,Ste,4CF,Brooklyn,NY,Kings County,11201,US,City of New York,2018,36,36047,New York,3651000,700,3000,3,3.6047E+14,36047000700,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"14 Dekalb Ave, Brooklyn, NY 11201",NY,Provides Abortions,40.689857,-73.982219,1,rooftop,14,Dekalb Ave,,,Brooklyn,NY,Kings County,11201,US,City of New York,2018,36,36047,New York,3651000,3300,2005,2,3.6047E+14,36047003300,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"106-12 Liberty Ave, Ozone Park, NY 11417",NY,Provides Abortions,40.682943,-73.834902,1,rooftop,106-12,Liberty Ave,,,Ozone Park,NY,Queens County,11417,US,City of New York,2018,36,36081,New York,3651000,9600,2001,2,3.6081E+14,36081009600,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"2500 Main Street, Buffalo, NY 14214",NY,Provides Abortions,42.936663,-78.842279,1,rooftop,2500,Main St,,,Buffalo,NY,Erie County,14214,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2018,36,36029,Buffalo,3611000,4001,5007,5,3.6029E+14,36029004001,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,metropolitan,"Buffalo-Cheektowaga, NY",160,,
"1493 Cambridge St., Cambridge, MA 02139",MA,Provides Abortions,42.374426,-71.104437,1,rooftop,1493,Cambridge St,,,Cambridge,MA,Middlesex County,2139,US,City of Cambridge,2018,25,25017,Cambridge,2511000,352900,2000,2,2.50174E+14,25017352900,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Cambridge-Newton-Framingham, MA",15764
"4141 N. 32nd Street, #105, Phoenix, AZ 85018",AZ,Provides Abortions,33.496688,-112.012021,1,rooftop,4141,N 32nd St,Ste,105,Phoenix,AZ,Maricopa County,85018,US,Maricopa,2018,4,4013,Phoenix,455000,108302,1017,1,4.01311E+13,4013108302,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,,,,
"1160 W Sylvania Ave, Toledo, OH 43612",OH,Provides Abortions,41.692665,-83.568954,1,rooftop,1160,W Sylvania Ave,,,Toledo,OH,Lucas County,43612,US,Lucas,2018,39,39095,Toledo,3977000,300,3003,3,3.9095E+14,39095000300,"Toledo, OH",45780,metropolitan,"Toledo-Port Clinton, OH",534,,
"6323 Georgia Ave NW, Suite 210, Washington D.C. 20011",DC,Provides Abortions,38.966911,-77.027118,1,rooftop,6323,Georgia Ave NW,Ste,210,Washington,DC,District of Columbia,20011,US,Statewide,2018,11,11001,Washington,1150000,1901,3003,3,1.1001E+14,11001001901,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47894
"1800 Peachtree St NW, Suite 800, Atlanta, GA 30309",GA,Provides Abortions,33.803865,-84.394141,1,rooftop,1800,Peachtree St NW,Ste,800,Atlanta,GA,Fulton County,30309,US,City of Atlanta,2018,13,13121,Atlanta,1304000,9101,4001,4,1.3121E+14,13121009101,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA",122,,
"4711 Golf Rd, Suite 920, Skokie, IL 60076",IL,Provides Abortions,42.054308,-87.744049,1,rooftop,4711,Golf Rd,Ste,920,Skokie,IL,Cook County,60076,US,Cook,2018,17,17031,Skokie,1770122,806801,2006,2,1.70318E+14,17031806801,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"5002 Crossings Circle, Suite 260, Mt Juliet, TN 37122",TN,Provides Abortions,36.167183,-86.51721,1,rooftop,5002,Crossings Cir,Ste,260,Mount Juliet,TN,Wilson County,37122,US,Statewide,2018,47,47189,Mount Juliet,4750780,30901,1013,1,4.7189E+14,47189030901,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,metropolitan,"Nashville-Davidson--Murfreesboro, TN",400,,
"5530 Wisconsin Ave, Chevy Chase, MD 20815",MD,Provides Abortions,38.964896,-77.088315,1,rooftop,5530,Wisconsin Ave,,,Chevy Chase,MD,Montgomery County,20815,US,Montgomery,2018,24,24031,Friendship Heights Village,2430800,705501,1005,1,2.40317E+14,24031705501,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Silver Spring-Frederick-Rockville, MD",43524
"1002 W Mission Ave., Bellevue, NE 68005",NE,Provides Abortions,41.136742,-95.905948,1,rooftop,1002,W Mission Ave,,,Bellevue,NE,Sarpy County,68005,US,Sarpy,2018,31,31153,Bellevue,3103950,10106,2017,2,3.1153E+14,31153010106,"Omaha-Council Bluffs, NE-IA",36540,metropolitan,"Omaha-Council Bluffs-Fremont, NE-IA",420,,
"263 Rainier Ave S. #200, Renton, WA 98057",WA,Provides Abortions,47.480819,-122.218532,1,rooftop,263,Rainier Ave S,#,200,Renton,WA,King County,98057,US,King,2018,53,53033,Renton,5357745,26002,2003,2,5.3033E+14,53033026002,"Seattle-Tacoma-Bellevue, WA",42660,metropolitan,"Seattle-Tacoma, WA",500,"Seattle-Bellevue-Everett, WA",42644
"509 Olive Way #1454, Seattle, WA 98101",WA,Provides Abortions,47.612768,-122.336818,1,rooftop,509,Olive Way,Ste,1454,Seattle,WA,King County,98101,US,King,2018,53,53033,Seattle,5363000,8200,1003,1,5.3033E+14,53033008200,"Seattle-Tacoma-Bellevue, WA",42660,metropolitan,"Seattle-Tacoma, WA",500,"Seattle-Bellevue-Everett, WA",42644
"1401-A Martin Luther King Jr Way, Tacoma, WA 98405",WA,Provides Abortions,47.248776,-122.450651,1,rooftop,1401,Martin Luther King Jr Way,,,Tacoma,WA,Pierce County,98405,US,Pierce,2018,53,53053,Tacoma,5370000,61400,3008,3,5.30531E+14,53053061400,"Seattle-Tacoma-Bellevue, WA",42660,metropolitan,"Seattle-Tacoma, WA",500,"Tacoma-Lakewood, WA",45104
"2020 South Clinton Avenue, Rochester, NY 14618",NY,Provides Abortions,43.119424,-77.594687,1,rooftop,2020,S Clinton Ave,,,Rochester,NY,Monroe County,14618,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2018,36,36055,Brighton,3608257,12900,4026,4,3.6055E+14,36055012900,"Rochester, NY",40380,metropolitan,"Rochester-Batavia-Seneca Falls, NY",464,,
"10215 W. Roosevelt Rd. #101, Westchester, IL 60154",IL,Provides Abortions,41.863012,-87.878448,0.8,rooftop,10215,Roosevelt Rd,#,101,Westchester,IL,Cook County,60154,US,Cook,2018,17,17031,Westchester,1780047,818200,4013,4,1.70318E+14,17031818200,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"4840 College Boulevard, Overland Park, KS 66211",KS,Provides Abortions,38.928261,-94.641338,1,rooftop,4840,College Blvd,,,Leawood,KS,Johnson County,66211,US,City of Olathe,2018,20,20091,Overland Park,2053775,53201,1012,1,2.00911E+14,20091053201,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
"502 Kings Highway North, Cherry Hill, NJ 08034",NJ,Provides Abortions,39.926807,-74.996897,1,rooftop,502,Kings Hwy,,,Cherry Hill,NJ,Camden County,8034,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34007,Cherry Hill Mall,3412385,603302,3029,3,3.40076E+14,34007603302,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,"Camden, NJ",15804
"89-26 Roosevelt Avenue, 2nd Floor, Jackson Heights, NY 11372",NY,Provides Abortions,40.748459,-73.877306,0.99,rooftop,89-1,Roosevelt Ave,Fl,2,Jackson Heights,NY,Queens County,11372,US,City of New York,2018,36,36081,New York,3651000,27700,4001,4,3.6081E+14,36081027700,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"1726 Poplar Ave, Memphis, TN 38104",TN,Provides Abortions,35.143003,-90.002865,1,rooftop,1726,Poplar Ave,,,Memphis,TN,Shelby County,38104,US,City of Memphis,2018,47,47157,Memphis,4748000,2600,1015,1,4.7157E+14,47157002600,"Memphis, TN-MS-AR",32820,metropolitan,"Memphis-Forrest City, TN-MS-AR",368,,
"147-32 Jamaica Avenue, Jamaica, NY 11435",NY,Provides Abortions,40.701655,-73.806693,1,rooftop,147-32,Jamaica Ave,,,Jamaica,NY,Queens County,11435,US,City of New York,2018,36,36081,New York,3651000,21200,1002,1,3.6081E+14,36081021200,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"3607 West 16th Street Suite B-2, Indianapolis, IN 46222",IN,Provides Abortions,39.787431,-86.221447,1,rooftop,3607,W 16th St,Ste,B2,Indianapolis,IN,Marion County,46222,US,Statewide,2018,18,18097,Indianapolis city (balance),1836003,341100,3001,3,1.80973E+14,18097341100,"Indianapolis-Carmel-Anderson, IN",26900,metropolitan,"Indianapolis-Carmel-Muncie, IN",294,,
"181 West Meadow Dr. - Suite 800, Vail, CO 81657",CO,Provides Abortions,39.64295,-106.380887,1,range_interpolation,181,W Meadow Dr,Ste,800,Vail,CO,Eagle County,81657,US,TIGER/Line® dataset from the US Census Bureau,2018,8,8037,Vail,880040,702,1027,1,8.037E+13,8037000702,"Edwards, CO",20780,micropolitan,"Edwards-Glenwood Springs, CO",233,,
"3850 Rosemont Drive, Columbus, GA 31904",GA,Provides Abortions,32.501404,-84.959084,1,rooftop,3850,Rosemont Dr,,,Columbus,GA,Muscogee County,31904,US,Muscogee,2018,13,13215,Columbus,1319000,900,2016,2,1.3215E+14,13215000900,"Columbus, GA-AL",17980,metropolitan,"Columbus-Auburn-Opelika, GA-AL",194,,
"222 N. 2nd Street, Suite 206, Boise, ID 83702",ID,Provides Abortions,43.613194,-116.19497,1,rooftop,222,N 2nd St,Ste,206,Boise,ID,Ada County,83702,US,City of Boise,2018,16,16001,Boise City,1608830,100,2029,2,1.6001E+14,16001000100,"Boise City, ID",14260,metropolitan,"Boise City-Mountain Home-Ontario, ID-OR",147,,
"619 NW 23rd Street, Oklahoma City, OK 73103",OK,Provides Abortions,35.493464,-97.523438,1,rooftop,619,NW 23rd St,,,Oklahoma City,OK,Oklahoma County,73103,US,Oklahoma,2018,40,40109,Oklahoma City,4055000,101100,1022,1,4.01091E+14,40109101100,"Oklahoma City, OK",36420,metropolitan,"Oklahoma City-Shawnee, OK",416,,
"4401 W 109th Street #100, Overland Park, KS 66211",KS,Provides Abortions,38.930864,-94.636726,1,rooftop,4401,W 109th St,#,100,Leawood,KS,Johnson County,66211,US,City of Olathe,2018,20,20091,Overland Park,2053775,53201,1010,1,2.00911E+14,20091053201,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
"2226 E Central, Wichita, KS 67214",KS,Provides Abortions,37.69393,-97.309483,1,rooftop,2226,E Central Ave,,,Wichita,KS,Sedgwick County,67214,US,City of Wichita,2018,20,20173,Wichita,2079000,1800,1019,1,2.0173E+14,20173001800,"Wichita, KS",48620,metropolitan,"Wichita-Arkansas City-Winfield, KS",556,,
"8111 Lowry Blvd, Denver, CO 80230",CO,Provides Abortions,39.717693,-104.89423,1,range_interpolation,8111,Lowry Blvd,,,Denver,CO,Denver County,80230,US,TIGER/Line® dataset from the US Census Bureau,2018,8,8031,Denver,820000,4405,2017,2,8.031E+13,8031004405,"Denver-Aurora-Lakewood, CO",19740,metropolitan,"Denver-Aurora, CO",216,,
