Facility Name,Address,Street address,City,State,Zipcode,Phone Number,Website,Still Open,Provides Abortions,New clinic since last update,MAB,Surgical/aspiration,MAB Gestational Limit,Surgical/aspiration Gestational Limit,Date Opened (Year),Date Updated
Her Medical Clinic: Pacoima,"8631 West 3rd Street, Suite 444, Los Angeles, CA 90048","8631 West 3rd Street, Suite 444",Los Angeles,CA,90048,(818) 896-1438,https://www.hermedicalclinic.com/,Currently Open,Does Not Provide Abortions,No,,,,,,8/7/20
Hillcrest Clinic,"PO Box 62854, Virginia Beach, VA 23466",PO Box 62854,Virginia Beach,VA,23466,(757) 461-0011,www.thehillcrestclinic.com,Currently Closed,Does Not Provide Abortions,No,,,,,,8/1/19
Illinois Abortion Clinics: ACU Health Center,"736 N. York Road, Hinsdale, IL 60521",736 N. York Road,Hinsdale,IL,60521,(630) 794-0645,http://www.acuhealthcenter.com,Currently Closed,Does Not Provide Abortions,No,,,,,,8/11/20
Illinois Abortion Clinics: Forest View Medical Center,"750 S River Road, Des Plaines, IL 60018",750 S River Road,Des Plaines,IL,60018,(847) 375-1000,http://www.forestviewmedical.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,8/11/20
Integrated OB/GYN Services,"7610 Pennsylvania Ave, Suite 305, Forrestville, MD 20747","7610 Pennsylvania Ave, Suite 305",Forrestville,MD,20747,(301) 377-6703,http://abortionchoicesmd.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,7/27/19
Integrated OB/GYN Services: Hyattsville,"3321 Toledo Terrace, Suite D102, Hyattsville, MD 20782","3321 Toledo Terrace, Suite D102",Hyattsville,MD,20782,(202) 829-5620,,Currently Closed,Does Not Provide Abortions,No,,,,,,7/27/19
International Healthcare Solutions: Dr. Peter Kropf,"9805 Anderson Mill Rd, Austin, TX 78750",9805 Anderson Mill Rd,Austin,TX,78750,(512) 331-6651,http://abortionclinicinaustin.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,7/29/20
Johnson's Women's Health Center,"3794 Martin Luther King Jr Ave SE Suite 100, Washington, DC 20032",3794 Martin Luther King Jr Ave SE Suite 100,Washington,DC,20032,(202) 563-1300,https://health.usnews.com/doctors/harold-johnson-607782,Currently Closed,Does Not Provide Abortions,No,,,,,,8/2/19
Kanawha Surgicenter,"5003 Venable Avenue, SE., Suite A, Charleston, WV 25304","5003 Venable Avenue, SE., Suite A",Charleston,WV,25304,(304) 925-6390,http://www.kanawhasurgicenter.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,7/31/19
Killeen Women's Health Center,"3106 S. W.S. Young Drive, #C-302, Killeen, TX 76542","3106 S. W.S. Young Drive, #C-302",Killeen,TX,76542,(254) 200-0700,,Currently Closed,Does Not Provide Abortions,No,,,,,,7/29/20
Laconia Family Planning,"121 Belmont Road, Laconia, NH 03246",121 Belmont Road,Laconia,NH,3246,(603) 524-5453,http://www.bm-cap.org/fplanning-Laconia.htm,Currently Open,Does Not Provide Abortions,No,,,,,,8/13/20
Liberty Women's Health Care,"3701 Main Street, Flushing, NY 11354",3701 Main Street,Flushing,NY,11354,(718) 888-0018,,Currently Closed,Does Not Provide Abortions,No,,,,,,8/3/19
Manhattan Women's Medical,"461 Park Avenue, 11th Floor, New York, NY 10022","461 Park Avenue, 11th Floor",New York,NY,10022,(212) 473-6600,http://www.manhattanwomensmedical.com,Currently Closed,Does Not Provide Abortions,No,,,,,,8/26/20
Marina Women's Medical Group,"4560 Admiralty Way, Los Angeles, CA 90292",4560 Admiralty Way,Los Angeles,CA,90292,(310) 822-5066,https://worldwidewomen.co/organizations/4880/marina-womens-medical-group,Currently Open,Does Not Provide Abortions,No,,,7w,,,8/7/20
Maryland Abortion Pill Center,"11031 Lockwood Dr., Silver Spring, MD 20910",11031 Lockwood Dr.,Silver Spring,MD,20910,(301) 593-7136,http://www.abortionpillmd.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,7/27/19
Massachusetts General Hospital,"55 Fruit Street, Boston, MA 02114",55 Fruit Street,Boston,MA,2114,(617) 726-2000,http://www.massgeneral.org/,Currently Open,Does Not Provide Abortions,No,No,Yes,,23.6w,,9/4/19
Mayfair Women's Center,"14446 East Evans Avenue, Aurora, CO 80014",14446 East Evans Avenue,Aurora,CO,80014,(303) 696-9761,http://www.mayfairwomenscenter.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,7/24/20
Memphis Area Medical Center for Women,"29 S Bellevue Blvd, Memphis, TN 38104",29 S Bellevue Blvd,Memphis,TN,38104,(901) 328-9232 ,http://www.memphisabortionservicestn.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,8/11/20
Metro West Women's Health,"67 Union St., Natick, MA 01760",67 Union St.,Natick,MA,1760,(508) 545-2870,http://www.metrowestwomenshealth.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,8/22/19
Michiana Abortion Clinic,"703 E Main St, Niles, MI, 49120",703 E Main St,Niles,MI,49120,(269) 683-6100,,Currently Closed,Does Not Provide Abortions,No,,,,,,8/12/20
"Midtown Medical, LLC","3500 Saint Charles Ave, Ste 100, New Orleans, LA 70115","3500 Saint Charles Ave, Ste 100",New Orleans,LA,70115,(504) 895-0990,,Currently Closed,Does Not Provide Abortions,No,,,,,,7/27/20
"Mildred S. Hanson, MD","710 East 24th Street, Suite 403, Minneapolis, MN 55404","710 East 24th Street, Suite 403",Minneapolis,MN,55404,(612) 870-1334,http://www.drmilliehanson.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,8/9/19
Monmouth Medical Center,"300 2nd Ave, Long Branch, NJ, 07740",300 2nd Ave,Long Branch,NJ,7740,(732) 923-6990,http://www.barnabashealth.org/Monmouth-Medical-Center.aspx?redirect_referrer=https%3a%2f%2fwww.google.com%2f,Currently Open,Does Not Provide Abortions,No,,,,,,8/14/20
Mountain Country Women's Clinic,"PO Box 1780, Livingston, MT 59047",PO Box 1780,Livingston,MT,59047,(406) 222-7555,http://033bd8d.netsolhost.com/WordPress/about-our-clinic/,Currently Closed,Does Not Provide Abortions,No,,,,,,7/22/20
Mountain View Women's Center,"1345 E 3900 S, Ste 104, Salt Lake City, UT 84124","1345 E 3900 S, Ste 104",Salt Lake City,UT,84124,(801) 272-5289,http://www.vitals.com/doctors/Dr_William_R_Adams_2/profile,Currently Closed,Does Not Provide Abortions,No,,,,,,7/22/20
"National Women's Health Organization of Raleigh, Inc.","3613 Haworth Dr, Raleigh, NC, 27609",3613 Haworth Dr,Raleigh,NC,27609,(919) 783-0444,http://www.gynpages.com/rwho/ ,Currently Closed,Does Not Provide Abortions,No,,,,,,7/31/19
Nevada Women's Care,"1701 Green Valley Parkway, Building 3, Suite B, Henderson, NV 89074","1701 Green Valley Parkway, Building 3, Suite B",Henderson,NV,89074,(702) 737-3200,http://www.nevadawomenscare.com/,Currently Open,Does Not Provide Abortions,No,No,Yes,,9w,,6/8/20
New Woman All Women Health Clinic,"1001 17th St. South, Birmingham, AL 35205",1001 17th St. South,Birmingham,AL,35205,(205) 933-1118,,Currently Closed,Does Not Provide Abortions,No,,,,,,7/22/20
New Womens Clinic,"419 San Pedro Ave, San Antonio, TX 78212",419 San Pedro Ave,San Antonio,TX,78212,(210) 225-5872,,Currently Closed,Does Not Provide Abortions,No,,,,,,7/29/20
New World Medical Choice / Women's Health Inc.,"2020 SW 1st St Miami, FL 33135",2020 SW 1st St Miami,Miami,FL,33135,(305) 541-0109,https://plus.google.com/110826712845269251247/about?gl=us&hl=en,Currently Closed,Does Not Provide Abortions,No,,,,,,8/27/19
New York OB/GYN Associates,"92-29 Queens Boulevard, Suite C-A, Rego Park, NY 11374","92-29 Queens Boulevard, Suite C-A",Rego Park,NY,11374,(718) 575-5500,http://www.safestabortion.com,Currently Closed,Does Not Provide Abortions,No,,,,,,8/26/20
North County Women's Medical Clinic,"120 Craven Road, Suite 209, San Marcos, CA 92069","120 Craven Road, Suite 209",San Marcos,CA,92069,(760) 761-4088,http://www.womensmedicalclinic.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,8/5/19
North Georgia Family Planning,"11205 Alpharetta Hwy Suite E-2, Roswell, GA 30076",11205 Alpharetta Hwy Suite E-2,Roswell,GA,30076,(770) 442-0901,,Currently Closed,Does Not Provide Abortions,No,,,,,,7/24/19
North Jersey Abortion Center,"Livingston, NJ 07039",,Livingston,NJ,7039,(973) 533-0542,http://www.northjerseyabortioncenter.com/,Currently Open,Does Not Provide Abortions,No,,,,,,8/14/20
North Shore Women's Center,"480 Lynnfield Street, Lynn, MA 01904",480 Lynnfield Street,Lynn,MA,1904,(781) 595-4800,http://www.northshorewomenscenter.com/,Currently Closed,Does Not Provide Abortions,No,Yes,Yes,8w,20w,,UNCONFIRMED
Northern Illinois Women's Center,"1400 Broadway #201, Rockford, IL 61104",1400 Broadway #201,Rockford,IL,61104,,,Currently Closed,Does Not Provide Abortions,No,,,,,,8/11/20
Northside Women's Clinic. Inc.,"3543 Chamblee-Dunwoody Rd, Atlanta, GA 30341",3543 Chamblee-Dunwoody Rd,Atlanta,GA,30341,(678) 534-8124,www.northsidewomensclinic.com,Currently Closed,Does Not Provide Abortions,No,,,,,,7/24/19
NOVA Women's Healthcare,"10400 Eaton Place, Suite 515, Fairfax, VA 22030","10400 Eaton Place, Suite 515",Fairfax,VA,22030,(703) 691-4141,www.novahc.com,Currently Closed,Does Not Provide Abortions,No,,,,,,8/1/19
OB-GYN Associates of Green Bay,"704 Webster Avenue, Suite 300, Green Bay, WI 54301","704 Webster Avenue, Suite 300",Green Bay,WI,54301,(920) 468-3444,,Currently Closed,Does Not Provide Abortions,No,,,,,,7/31/19
"Office of Neysa D Whiteman, MD","477 N El Camino Real, Ste C302, Encinitas, CA 92024","477 N El Camino Real, Ste C302",Encinitas,CA,92024,(760) 943-1011,http://www.vitals.com/doctors/Dr_Neysa_Whiteman/profilehttp://www.yelp.com/biz/whiteman-neysa-md-encinitas,Currently Closed,Does Not Provide Abortions,,,,,,,8/10/20
"Office of Philip F. Waterman II, M.D. FACOG","650 Del Prado Blvd., Suite 100, Cape Coral, FL 33990","650 Del Prado Blvd., Suite 100",Cape Coral,FL,33990,(239) 574-8200,http://www.philipwatermanmd.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,8/27/19
Office of Ying-Chang Chen,"735 E Ohio Ave, Ste 201, Escondido, CA 92025","735 E Ohio Ave, Ste 201",Escondido,CA,92025,(760) 489-0044,http://www.vitals.com/doctors/Dr_Ying_C_Chen/profile,Currently Closed,Does Not Provide Abortions,No,,,,,,8/10/20
Ohio Women's Center,"15 E Waterloo Rd, Ste 16, Akron, OH 44319","15 E Waterloo Rd, Ste 16",Akron,OH,44319,(330) 785-9760,http://www.yellowpages.com/akron-oh/mip/ohio-womens-ctr-467242822?lid=467242822,Currently Closed,Does Not Provide Abortions,No,,,,,,8/11/20
Orlando Women's Center: EPOC Abortion Clinic,"609 Virginia Drive, Orlando, FL 32803",609 Virginia Drive,Orlando,FL,32803,(407) 898-2046,http://www.womenscenter.com/epoc_clinic.html,Currently Closed,Does Not Provide Abortions,No,,,,,,8/22/19
Orlando Women's Center: Ocala Abortion Clinic,"108 NW Pine Avenue, Ocala, FL 34475",108 NW Pine Avenue,Ocala,FL,34475,(352) 401-9288 ,http://www.womenscenter.com/ocala_womens_center.html,Currently Closed,Does Not Provide Abortions,No,Yes,Yes,12w,24w+,,8/26/20
Outpatient Services for Women,"6112 NW 63rd St, Oklahoma City, OK 73132",6112 NW 63rd St,Oklahoma City,OK,73132,(405) 722-9500,http://www.oklahomacityabortion.com/,Currently Closed,Does Not Provide Abortions,No,,,,,,7/27/20
"Paces Women's Medical Services, LLC","3193 Howell Mill Rd, Suite 323, Atlanta GA 30327","3193 Howell Mill Rd, Suite 323",Atlanta,GA,30327,(866) 535-1907,http://www.prochoice.org/Pregnant/find/ga.html,Currently Closed,Does Not Provide Abortions,No,,,,,,7/24/19
Physicians Abortion Services,"30400 Telegraph Rd #350, Bingham Farms, MI, 48025",30400 Telegraph Rd #350,Bingham Farms,MI,48025,(248) 353-9467,,Currently Closed,Does Not Provide Abortions,No,,,,,,8/12/20
Physicians Women's Services,"71 E Hollister Street, Cincinnati, OH 45219",71 E Hollister Street,Cincinnati,OH,45219,(513) 723-0909,http://www.prochoice.org/Pregnant/find/oh.html ,Currently Closed,Does Not Provide Abortions,No,,,,,,8/11/20
"Planned Parenthood Arizona, Inc.: Central Phoenix Health Center","4751 N 15th Street, Phoenix, AZ 85014",4751 N 15th Street,Phoenix,AZ,85014,(602) 277-7526,https://www.plannedparenthood.org/health-center/arizona/phoenix/85014/central-phoenix-health-center-4200-90030/abortion-referral,Currently Open,Does Not Provide Abortions,No,,,,,,6/4/20
"Planned Parenthood Arizona, Inc.: Tuscon Women's Center","5240 E Knight Dr. Suite 112, Tuscon, AZ 85712",5240 E Knight Dr. Suite 112,Tuscon,AZ,85712,(520) 323-9682,https://www.plannedparenthood.org/health-center/arizona/tucson/85712/tucson-women's--center-4178-90030,Currently Closed,Does Not Provide Abortions,No,,,,,,6/4/20
Planned Parenthood Columbia Willamette: Gresham Center,"501 NE Hood Avenue Suite 100, Gresham, OR 97030",501 NE Hood Avenue Suite 100,Gresham,OR,97030,(888) 875-7820,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2409,Currently Closed,Does Not Provide Abortions,No,,,,,,6/4/20
Planned Parenthood Columbia Willamette: McMinnville Clinic,"130 NW 6th Street, Suite A, McMinnville, OR 97128","130 NW 6th Street, Suite A",McMinnville,OR,97128,(888) 875-7820,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=3459,Currently Closed,Does Not Provide Abortions,No,,,,,,6/4/20
Planned Parenthood Columbia Willamette: SE Portland Center,"3231 SE 50th, Portland, OR 97206",3231 SE 50th,Portland,OR,97206,(888) 875-7820,https://www.plannedparenthood.org/health-center/oregon/portland/97206/se-portland-center-3353-91400/abortion,Currently Closed,Does Not Provide Abortions,No,,,,,,6/4/20
Planned Parenthood Great Plains: Columbia Health Center,"711 N Providence Road, Columbia, MO 65203",711 N Providence Road,Columbia,MO,65203,(573) 443-0427,https://www.plannedparenthood.org/health-center/missouri/columbia/65203/columbia-health-center-2760-90740/abortion,Currently Open,Does Not Provide Abortions,No,,,,,2015,6/17/20
Planned Parenthood Great Plains: Fayetteville Health Center,"3729 North Crossover St. Suite 107, Fayetteville, AR 72703",3729 North Crossover St. Suite 107,Fayetteville,AR,72703,(479) 443-7791,https://www.plannedparenthood.org/health-center/arkansas/fayetteville/72703/fayetteville-health-center-2972-90740/abortion,Currently Closed,Does Not Provide Abortions,No,,,,,,6/24/20
"Planned Parenthood Hudson Peconic, Inc.: Brewster Center","2505 Carmel Avenue, Brewster, NY 10509",2505 Carmel Avenue,Brewster,NY,10509,(845) 278-7313,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2227,Currently Closed,Does Not Provide Abortions,No,,,,,,7/7/20
Planned Parenthood Keystone: Easton Medical Center,"2407 Butler Street, Easton, PA 18042",2407 Butler Street,Easton,PA,18042,(610) 253-7195,https://www.plannedparenthood.org/health-center/pennsylvania/easton/18042/easton-medical-center-2727-91410/abortion,Currently Closed,Does Not Provide Abortions,No,,,,,2017,6/9/20
Planned Parenthood Mar Monte: Modesto Health Center,"1431 McHenry Avenue, Suite 100, Modesto, CA 95350","1431 McHenry Avenue, Suite 100",Modesto,CA,95350,(209) 579-2300,https://www.plannedparenthood.org/health-center/california/modesto/95350/modesto-health-center-2527-90130/abortion,Currently Open,Does Not Provide Abortions,No,,,,,,7/7/20
Planned Parenthood Mar Monte: San Benito Health Center,"390 7th St, Hollister, CA 95023",390 7th St,Hollister,CA,95023,(831) 634-1880,,Currently Closed,Does Not Provide Abortions,No,,,,,,7/7/20
Planned Parenthood Northern California: Central Richmond Health Center,"340 Marina Way, Richmond, CA 94801",340 Marina Way,Richmond,CA,94801,(510) 232-1250,https://www.plannedparenthood.org/health-center/california/richmond/94801/central-richmond-health-center-2790-90200/abortion,Currently Closed,Does Not Provide Abortions,No,,,,,,7/8/20
Planned Parenthood Northern California: Pittsburg Health Center,"3715 Railroad Ave. Suite B, Pittsburg, CA 94565",3715 Railroad Ave. Suite B,Pittsburg,CA,94565,(925) 439-1237,https://www.plannedparenthood.org/health-center/california/pittsburg/94565/pittsburg-health-center-3074-90200/abortion,Currently Closed,Does Not Provide Abortions,No,,,,,,7/8/20
Planned Parenthood Northern California: Vacaville Health Center,"600 Nut Tree Road Suite 210, Vacaville, CA 95687",600 Nut Tree Road Suite 210,Vacaville,CA,95687,(707) 317-2111,https://www.plannedparenthood.org/health-center/california/vacaville/95687/vacaville-health-center-2701-90200/abortion,Currently Closed,Does Not Provide Abortions,No,,,,,,7/8/20
"Planned Parenthood of Central and Western New York, Inc: Wheatfield Health Center","6951 Williams Road, Niagara Falls, NY 14304",6951 Williams Road,Niagara Falls,NY,14304,(716) 831-2200,https://www.plannedparenthood.org/health-center/new-york/niagara-falls/14304/wheatfield-health-center-2975-91040/abortion,Currently Closed,Does Not Provide Abortions,No,,,,,,7/7/20
Planned Parenthood of Greater Texas Surgical Health Services: Audre Rapoport Abortion Services Center,"700 West Highway 6, Suite A, Waco, TX 76712","700 West Highway 6, Suite A",Waco,TX,76712,(254) 230-9864,https://www.plannedparenthood.org/health-center/texas/waco/76712/audre-rapoport-abortion-services-center-4283-21342,Currently Closed,Does Not Provide Abortions,No,,,,,,6/23/20
Planned Parenthood of Greater Texas Surgical Health Services: South Dallas Surgical Health Services Center,"7424 Greenville Avenue, Ste 211A, Dallas, TX 75231","7424 Greenville Avenue, Ste 211A",Dallas,TX,75231,(214) 373-1868,https://www.plannedparenthood.org/health-center/texas/dallas/75237/south-dallas-surgical-health-services-center-4149-91620/abortion,Currently Open,Does Not Provide Abortions,No,Yes,Yes,6.6w,17w,,6/23/20
Planned Parenthood of Greater Texas: Fort Worth Surgical Health Services Center,"301 South Henderson, Ste A, Fort Worth, TX 76104","301 South Henderson, Ste A",Fort Worth,TX,76104,(817) 882-1175,,Currently Closed,Does Not Provide Abortions,No,,,,,,6/23/20
Planned Parenthood of Greater Texas: Planned Parenthood Center for Choice Bryan,"4112 E 29th Street, Ste. 200, Bryan, TX 77802","4112 E 29th Street, Ste. 200",Bryan,TX,77802,(979) 846-1744,,Currently Closed,Does Not Provide Abortions,No,,,,,,6/23/20
Planned Parenthood of Greater Texas: South Austin Health Center,"201 East Ben White Blvd. - Bldg. B, Austin, TX 78704",201 East Ben White Blvd. - Bldg. B,Austin,TX,78704,(512) 276-8000,https://www.plannedparenthood.org/health-center/texas/austin/78704/south-austin-health-center-2397-91620/abortion,Currently Open,Does Not Provide Abortions,No,,,,,,6/23/20
Planned Parenthood of Greater Texas: Southwest Fort Worth Health Center,"6464 John Ryan Drive, Fort Worth, TX 76132",6464 John Ryan Drive,Fort Worth,TX,76132,(817) 276-8063,https://www.plannedparenthood.org/health-center/texas/fort-worth/76132/southwest-fort-worth-health-center-4101-91620/abortion-referral,Currently Open,Does Not Provide Abortions,No,,,,,,6/23/20
"Planned Parenthood of Indiana and Kentucky, Inc.: Louisville Health Center","842 South 7th Street, Louisville, KY 40203",842 South 7th Street,Louisville,KY,40203,(502) 584-2473,https://www.plannedparenthood.org/health-center/kentucky/louisville/40203/louisville-health-center-3290-90500/abortion,Currently Open,Does Not Provide Abortions,No,,,,,,6/30/20
"Planned Parenthood of Maryland, Inc: Salisbury Health Center","1506 South Salisbury Blvd. Court Plaza Shopping Center, Salisbury, MD 21801",1506 South Salisbury Blvd. Court Plaza Shopping Center,Salisbury,MD,21801,(410) 860-4788,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2829,Currently Closed,Does Not Provide Abortions,No,,,,,,6/4/20
Planned Parenthood of Metropolitan DC: Falls Church Center,"303 S. Maple Avenue, Suite 300, Falls Church, VA 22046","303 S. Maple Avenue, Suite 300",Falls Church,VA,22046,(403) 533-5651,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2303&a=90230&v=details,Currently Closed,Does Not Provide Abortions,No,,,,,,6/23/19
