fid,SVIth1,SVIth2,SVIth3,SVIth4,SVIS,GEOID
"1694",0.8188,0.8997,0.0471,0.4123,0.6312,"29065"
"1695",0.8564,0.6329,0.1547,0.2047,0.5232,"29067"
"1696",0.4252,0.1445,0.4062,0.8087,0.4395,"29077"
"1697",0.8777,0.8806,0.0519,0.7861,0.7822,"29093"
"1698",0.358,0.4788,0.8201,0.5479,0.5354,"29095"
"1699",0.4522,0.0458,0.3206,0.8036,0.3506,"29101"
"1700",0.4904,0.3079,0.1726,0.7771,0.4465,"29111"
"1701",0.5127,0.4916,0.1277,0.4495,0.3748,"29117"
"1702",0.6312,0.5492,0.0793,0.574,0.4777,"29123"
"1703",0.6045,0.1802,0.4769,0.639,0.5143,"29135"
"1704",0.5315,0.0188,0.1706,0.5384,0.222,"29147"
"1705",0.5895,0.3419,0.3645,0.6794,0.5376,"29163"
"1706",0.0213,0.2375,0.5638,0.1254,0.0959,"29165"
"1707",0.6363,0.3066,0.6336,0.7323,0.6503,"29169"
"1708",0.6774,0.4317,0.163,0.7256,0.5554,"29175"
"1709",0.8175,0.6648,0.0637,0.4027,0.5573,"29179"
"1710",0.6914,0.5842,0.2353,0.9112,0.7016,"29187"
"1711",0.7111,0.9637,0.4333,0.6017,0.7844,"29201"
"1712",0.7398,0.7536,0.0544,0.2445,0.4643,"29207"
"1713",0.5169,0.4085,0.107,0.4438,0.3487,"29209"
"1714",0.6115,0.3588,0.8093,0.4944,0.6296,"29211"
"1715",0.6513,0.8443,0.4422,0.9526,0.8217,"29213"
"1716",0.6322,0.3763,0.4088,0.8335,0.6385,"29225"
"1717",0.1242,0.1407,0.0083,0.2165,0.0487,"30011"
"1718",0.0048,0.4069,0.078,0.0869,0.0242,"30019"
"1719",0.2417,0.255,0.283,0.0054,0.0519,"30037"
"1720",0.1844,0.3321,0.0201,0.1299,0.0764,"30039"
"1721",0.0857,0.1309,0.3578,0.155,0.0774,"30055"
"1722",0.0634,0.1254,0.5638,0.3954,0.1726,"30057"
"1723",0.6659,0.2728,0.114,0.3066,0.3551,"30065"
"1724",0.3213,0.2362,0.1894,0.4998,0.2545,"30077"
"1725",0.2414,0.6488,0.0025,0.0322,0.0758,"30079"
"1726",0.7519,0.4298,0.4616,0.4409,0.607,"30087"
"1727",0.7248,0.3976,0.2254,0.1016,0.3478,"30089"
"1728",0.4726,0.4018,0.2986,0.8415,0.5258,"30093"
"1729",0.0328,0.263,0.0876,0.0099,0.0086,"30097"
"1730",0.4707,0.9577,0.3852,0.0697,0.3933,"30109"
"1731",0.1443,0.1843,0.3082,0.1261,0.0908,"31009"
"1732",0.2901,0.4763,0.446,0.4744,0.3586,"31013"
"1733",0.1057,0.6288,0.1414,0.0847,0.092,"31015"
"1734",0.2169,0.2512,0.2225,0.1636,0.1252,"31017"
"1735",0.172,0.1805,0.6794,0.0901,0.1551,"31029"
"1736",0.2127,0.0732,0.2159,0.5441,0.1717,"31045"
"1737",0.3121,0.4355,0.5275,0.0137,0.165,"31049"
"1738",0.2338,0.3079,0.8459,0.6606,0.4669,"31055"
"1739",0.3666,0.6555,0.6689,0.0509,0.3038,"31057"
"1740",0.2022,0.3575,0.1579,0.0481,0.0768,"31061"
"1741",0.1344,0.4075,0.0341,0.2222,0.0994,"31063"
"1742",0.0328,0.3359,0.0519,0.0287,0.0143,"31069"
"1743",0.0624,0.5049,0.0131,0.086,0.043,"31071"
"1744",0.0096,0.1121,0.0812,0.0315,0.0051,"31073"
"1745",0.1299,0.5377,0.0764,0.0175,0.0411,"31077"
"1746",0.2124,0.525,0.2257,0.0662,0.1239,"31083"
"1747",0.2691,0.8188,0.0863,0.1372,0.1943,"31087"
"1748",0.3414,0.4263,0.7141,0.8287,0.5777,"31097"
"1749",0.2341,0.4362,0.3021,0.2932,0.2268,"31101"
"1750",0.529,0.9672,0.4524,0.2423,0.5611,"31105"
"1751",0.1573,0.0774,0.6988,0.6925,0.3025,"31109"
"1752",0.1494,0.2442,0.3677,0.1009,0.1073,"31113"
"1753",0.0439,0.2429,0.0048,0.0067,0.0045,"31115"
"1754",0.3682,0.1646,0.0417,0.0643,0.0838,"31117"
"1755",0.3331,0.2993,0.7896,0.6848,0.5105,"31119"
"1756",0.1994,0.4556,0.326,0.1598,0.1736,"31129"
"1757",0.2067,0.1847,0.8032,0.3442,0.2994,"31141"
"1758",0.0076,0.0926,0.1592,0.0713,0.0092,"31149"
"1759",0.501,0.3438,0.8784,0.5339,0.5978,"31151"
"1760",0.0347,0.1098,0.155,0.2394,0.0468,"31159"
"1761",0.3525,0.8571,0.49,0.7736,0.5968,"31161"
"1762",0.1529,0.3403,0.1764,0.0627,0.0739,"31163"
"1763",0.0796,0.4578,0.1334,0.0608,0.058,"31169"
"1764",0.1258,0.5766,0.2194,0.1859,0.1484,"31175"
"1765",0.1914,0.0108,0.3932,0.3645,0.0847,"31179"
"1766",0.1239,0.2658,0.667,0.1452,0.1793,"32005"
"1767",0.3283,0.3961,0.8434,0.5893,0.5178,"32007"
"1768",0.0156,0.3757,0.1722,0.1824,0.0675,"32011"
"1769",0.3691,0.1544,0.6364,0.4935,0.3742,"32033"
"1770",0.4615,0.872,0.843,0.9605,0.8443,"32510"
"1771",0.0605,0.2496,0.0408,0.2111,0.0583,"33003"
"1772",0.0927,0.0599,0.6492,0.4998,0.1911,"33011"
"1773",0.3127,0.1665,0.5798,0.5202,0.3398,"34009"
"1774",0.0924,0.0436,0.7864,0.3126,0.1605,"34025"
"1775",0.0389,0.0261,0.8281,0.2881,0.1201,"34027"
"1776",0.0318,0.0293,0.8914,0.1777,0.1,"34035"
"1777",0.385,0.3865,0.8812,0.3301,0.4796,"35027"
"1778",0.5264,0.361,0.8749,0.1847,0.4818,"35043"
"1779",0.7331,0.8243,0.9074,0.6606,0.8586,"35055"
"1780",0.5096,0.6415,0.9249,0.5014,0.6793,"35059"
"1781",0.614,0.4215,0.2397,0.829,0.5818,"36003"
"1782",0.5217,0.2951,0.6116,0.8303,0.6166,"36007"
"1783",0.6111,0.6835,0.4117,0.8968,0.7283,"36009"
"1784",0.3834,0.4731,0.3327,0.8329,0.5025,"36011"
"1785",0.6602,0.5466,0.5584,0.7921,0.7248,"36013"
"1786",0.3866,0.6737,0.3158,0.6899,0.485,"36015"
"1787",0.4736,0.2006,0.3983,0.9061,0.5312,"36019"
"1788",0.2806,0.2149,0.723,0.6355,0.414,"36029"
"1789",0.6873,0.3556,0.447,0.8908,0.7073,"36033"
"1790",0.5433,0.5193,0.2693,0.7106,0.5322,"36043"
"1791",0.3503,0.0761,0.3203,0.8278,0.3424,"36051"
"1792",0.3621,0.2884,0.8039,0.6574,0.5204,"36055"
"1793",0.7414,0.8504,0.6667,0.7138,0.8306,"36057"
"1794",0.0764,0.0392,0.9105,0.5546,0.243,"36059"
"1795",0.472,0.554,0.7179,0.8679,0.6946,"36065"
"1796",0.2646,0.2044,0.8777,0.9004,0.5538,"36071"
"1797",0.4596,0.1025,0.3457,0.8153,0.4236,"36077"
"1798",0.678,0.4499,0.4244,0.943,0.7475,"36089"
"1799",0.3385,0.1162,0.7042,0.6135,0.3943,"36093"
"1800",0.3745,0.4034,0.4091,0.6832,0.449,"36099"
"1801",0.5678,0.6543,0.7841,0.8962,0.7939,"36105"
"1802",0.3971,0.2222,0.2869,0.8691,0.4392,"36123"
"1803",0.7029,0.3505,0.5807,0.5696,0.6341,"37003"
"1804",0.6475,0.2636,0.538,0.8071,0.6446,"37011"
"1805",0.7137,0.744,0.717,0.3996,0.7156,"37013"
"1806",0.3592,0.348,0.5603,0.3419,0.3583,"37019"
"1807",0.585,0.4253,0.5234,0.0341,0.307,"37029"
"1808",0.8261,0.2792,0.7316,0.8981,0.836,"37033"
"1809",0.7,0.4276,0.3457,0.2884,0.4869,"37039"
"1810",0.3707,0.3375,0.2311,0.2044,0.2191,"37043"
"1811",0.864,0.7039,0.5174,0.7654,0.835,"37045"
"1812",0.8637,0.907,0.8115,0.9007,0.9481,"37047"
"1813",0.522,0.2798,0.8895,0.7835,0.6834,"37067"
"1814",0.5449,0.5129,0.4161,0.1372,0.3567,"37073"
"1815",0.4631,0.2474,0.9064,0.7619,0.6369,"37081"
"1816",0.7497,0.5654,0.8144,0.5982,0.7869,"37085"
"1817",0.193,0.2916,0.7144,0.4167,0.321,"37089"
"1818",0.5841,0.1305,0.6409,0.8733,0.6236,"37099"
"1819",0.7545,0.7237,0.9156,0.6447,0.8481,"37105"
"1820",0.715,0.8103,0.5365,0.7539,0.7895,"37111"
"1821",0.4338,0.4002,0.5575,0.2232,0.3548,"37113"
"1822",0.8373,0.9258,0.6441,0.1955,0.7541,"37117"
"1823",0.3726,0.0707,0.6628,0.6205,0.3771,"37129"
"1824",0.1701,0.014,0.8278,0.8367,0.2959,"37135"
"1825",0.5774,0.433,0.6909,0.8551,0.7162,"37137"
"1826",0.6232,0.2935,0.6549,0.2961,0.5048,"37143"
"1827",0.2395,0.348,0.4623,0.7338,0.3825,"37149"
"1828",0.8459,0.717,0.5151,0.5498,0.7774,"37173"
"1829",0.4866,0.2744,0.4604,0.3992,0.3975,"37175"
"1830",0.2217,0.1598,0.7969,0.0888,0.1873,"37179"
"1831",0.1019,0.1359,0.8596,0.4384,0.2774,"37183"
"1832",0.8016,0.8402,0.923,0.9427,0.9503,"37191"
"1833",0.7812,0.5759,0.5584,0.4578,0.6924,"37193"
"1834",0.8462,0.8373,0.8793,0.8644,0.936,"37195"
"1835",0.7997,0.4534,0.4683,0.2601,0.5736,"37199"
"1836",0.0153,0.0949,0.0697,0.0707,0.007,"38013"
"1837",0.0137,0.1652,0.3101,0.7227,0.1739,"38015"
"1838",0.0475,0.0427,0.5438,0.5323,0.1427,"38017"
"1839",0.0481,0.1191,0.2512,0.0366,0.0172,"38019"
"1840",0.0599,0.1353,0.1146,0.1391,0.0334,"38023"
"1841",0.2194,0.304,0.043,0.1531,0.0955,"38029"
"1842",0.2439,0.0382,0.4591,0.8816,0.3029,"38035"
"1843",0.1089,0.2248,0.0538,0.2124,0.071,"38037"
"1844",0.0592,0.4097,0.1334,0.135,0.0732,"38039"
"1845",0.2223,0.1111,0.298,0.0213,0.0443,"38045"
"1846",0.1328,0.092,0.0914,0.1344,0.0382,"38047"
"1847",0.2309,0.3515,0.1111,0.1127,0.1061,"38051"
"1848",0.0739,0.1859,0.014,0.1694,0.035,"38063"
"1849",0.0828,0.7256,0.2302,0.8695,0.3532,"38071"
"1850",0.136,0.0551,0.2407,0.4865,0.1217,"38077"
"1851",0.2946,0.1334,0.1538,0.0592,0.0742,"38083"
"1852",0.058,0.5091,0.0755,0.0045,0.0137,"38087"
"1853",0.0688,0.0974,0.4062,0.7635,0.214,"38089"
"1854",0.1685,0.1496,0.177,0.8134,0.2424,"38093"
"1855",0.0424,0.0452,0.4311,0.7361,0.1678,"38101"
"1856",0.1666,0.3932,0.0051,0.0879,0.0611,"38103"
"1857",0.8876,0.9659,0.0341,0.595,0.7704,"39001"
"1858",0.7229,0.7033,0.2241,0.5998,0.6207,"39031"
"1859",0.0013,0.084,0.4655,0.0417,0.0166,"39041"
"1860",0.6446,0.8911,0.3181,0.1662,0.5016,"39047"
"1861",0.3392,0.2528,0.8373,0.6699,0.5124,"39049"
"1862",0.8592,0.9303,0.1172,0.6578,0.7726,"39079"
"1863",0.7013,0.8848,0.1503,0.341,0.5583,"39087"
"1864",0.3455,0.283,0.3598,0.5291,0.3382,"39097"
"1865",0.6806,0.5393,0.3263,0.7459,0.6414,"39101"
"1866",0.6713,0.8943,0.1843,0.3827,0.5659,"39115"
"1867",0.3761,0.3104,0.2544,0.3655,0.2818,"39129"
"1868",0.8656,0.9182,0.0965,0.7822,0.7994,"39131"
"1869",0.2153,0.029,0.4228,0.4995,0.1662,"39173"
"1870",0.2761,0.3438,0.5868,0.1808,0.2535,"40003"
"1871",0.5057,0.284,0.8399,0.2184,0.4554,"40007"
"1872",0.4892,0.4632,0.631,0.9468,0.7118,"40009"
"1873",0.4443,0.8208,0.8294,0.5543,0.6678,"40011"
"1874",0.3911,0.8841,0.772,0.0946,0.4475,"40025"
"1875",0.7815,0.9952,0.5116,0.39,0.8255,"40029"
"1876",0.5143,0.5721,0.8354,0.8427,0.7503,"40039"
"1877",0.7994,0.7873,0.6679,0.4117,0.7697,"40041"
"1878",0.2758,0.5543,0.5708,0.0675,0.2248,"40043"
"1879",0.6799,0.9723,0.8574,0.3553,0.8108,"40057"
"1880",0.9041,0.6963,0.5495,0.5514,0.8115,"40063"
"1881",0.8347,0.9707,0.5078,0.5342,0.8468,"40069"
"1882",0.3287,0.7418,0.7768,0.128,0.3806,"40073"
"1883",0.7417,0.958,0.6033,0.8797,0.8936,"40077"
"1884",0.8213,0.965,0.7791,0.6428,0.9032,"40079"
"1885",0.6338,0.9484,0.4947,0.6135,0.7519,"40097"
"1886",0.4818,0.9271,0.6692,0.6262,0.7092,"40099"
"1887",0.7688,0.9204,0.7459,0.9529,0.9338,"40101"
"1888",0.4494,0.5877,0.9121,0.6765,0.6818,"40109"
"1889",0.8287,0.9656,0.419,0.7434,0.8659,"40111"
"1890",0.8255,0.9866,0.703,0.9166,0.9576,"40115"
"1891",0.6653,0.9198,0.6307,0.7698,0.8264,"40121"
"1892",0.7924,0.8812,0.4059,0.6218,0.7863,"40127"
"1893",0.401,0.6033,0.8746,0.5963,0.6159,"40143"
"1894",0.3799,0.2455,0.4349,0.3473,0.314,"40151"
"1895",0.6041,0.5836,0.3235,0.9191,0.6854,"41001"
"1896",0.3736,0.007,0.6625,0.8886,0.349,"41003"
"1897",0.0889,0.0828,0.6632,0.4148,0.1895,"41005"
"1898",0.6529,0.7443,0.3989,0.3792,0.5729,"41013"
"1899",0.5369,0.4807,0.3894,0.4776,0.4879,"41015"
"1900",0.6382,0.7364,0.3664,0.8682,0.7277,"41019"
"1901",0.6621,0.8459,0.3543,0.7103,0.7108,"41025"
"1902",0.3274,0.0653,0.9163,0.9169,0.5455,"41027"
"1903",0.8296,0.8526,0.8389,0.7889,0.9118,"41031"
"1904",0.5357,0.3053,0.5931,0.8956,0.649,"41039"
"1905",0.4939,0.5584,0.4817,0.6482,0.5522,"41041"
"1906",0.4025,0.6934,0.6377,0.8612,0.6586,"41057"
"1907",0.292,0.7278,0.3591,0.8096,0.5032,"41063"
"1908",0.1576,0.0802,0.8666,0.5657,0.3194,"41067"
"1909",0.4755,0.4339,0.8395,0.623,0.6162,"42011"
"1910",0.5124,0.6224,0.1684,0.667,0.4892,"42021"
"1911",0.3369,0.6679,0.0382,0.475,0.3006,"42023"
"1912",0.2939,0.3381,0.8134,0.6562,0.4975,"42043"
"1913",0.4548,0.5613,0.6024,0.7848,0.6194,"42049"
"1914",0.4325,0.3301,0.1484,0.8325,0.435,"42059"
"1915",0.5408,0.3699,0.2923,0.6657,0.4908,"42061"
"1916",0.3602,0.5011,0.6565,0.652,0.5252,"42069"
"1917",0.2975,0.2015,0.7055,0.7485,0.4573,"42071"
"1918",0.4847,0.56,0.7058,0.6342,0.6089,"42079"
"1919",0.492,0.7787,0.191,0.5097,0.4723,"42087"
"1920",0.0446,0.0554,0.731,0.404,0.1653,"42091"
"1921",0.1146,0.391,0.3384,0.7778,0.3111,"42093"
"1922",0.4694,0.5664,0.2544,0.7313,0.5006,"42097"
"1923",0.4908,0.3973,0.2499,0.3779,0.3576,"42113"
"1924",0.3869,0.0357,0.4559,0.8535,0.3605,"42119"
"1925",0.1538,0.1261,0.5008,0.2311,0.1519,"44003"
"1926",0.6729,0.3617,0.56,0.4241,0.5627,"45017"
"1927",0.2318,0.0385,0.745,0.7122,0.3156,"45019"
"1928",0.8229,0.4059,0.5842,0.4725,0.6978,"45021"
"1929",0.6825,0.5578,0.8739,0.9013,0.8484,"45037"
"1930",0.8666,0.3957,0.6899,0.4581,0.7484,"45039"
"1931",0.7551,0.8297,0.71,0.9344,0.8987,"45041"
"1932",0.6331,0.6689,0.696,0.4982,0.6771,"45043"
"1933",0.8315,0.879,0.8329,0.8787,0.9344,"45047"
"1934",0.536,0.5406,0.6864,0.5734,0.6102,"45051"
"1935",0.8809,0.8338,0.6648,0.8704,0.9172,"45059"
"1936",0.8092,0.7609,0.8456,0.9236,0.9232,"45071"
"1937",0.1506,0.7198,0.6406,0.1703,0.2726,"46003"
"1938",0.3414,0.0888,0.3493,0.418,0.2382,"46009"
"1939",0.0997,0.3123,0.5317,0.758,0.3287,"46013"
"1940",0.0478,0.1452,0.0019,0.028,0.0064,"46021"
"1941",0.7557,0.7561,0.3773,0.6918,0.7389,"46023"
"1942",0.1554,0.2101,0.455,0.4489,0.228,"46033"
"1943",0.2019,0.2939,0.1242,0.6453,0.2338,"46035"
"1944",0.3475,0.4839,0.2012,0.0984,0.185,"46037"
"1945",0.2255,0.4218,0.5228,0.7517,0.4172,"46047"
"1946",0.1121,0.2521,0.4639,0.2273,0.1586,"46057"
"1947",0.1322,0.1509,0.0191,0,0.0013,"46061"
"1948",0.0866,0.148,0.5692,0.9838,0.4061,"46065"
"1949",0.1621,0.1003,0.3365,0.1659,0.0943,"46069"
"1950",0.0815,0.1777,0.1455,0.1407,0.0506,"46073"
"1951",0.2054,0.0408,0.0025,0.0131,0.0051,"46075"
"1952",0.2885,0.4117,0.368,0.1882,0.2229,"46087"
"1953",0.0596,0.7275,0.6269,0.1433,0.2131,"46091"
"1954",0.1414,0.2977,0.6683,0.6765,0.3589,"46099"
"1955",0.1844,0.5521,0.4269,0.8118,0.4162,"46103"
"1956",0.0232,0.2053,0.2232,0.0704,0.0274,"46127"
"1957",0.1838,0.4629,0.3563,0.6151,0.3159,"46135"
"1958",0.8844,0.7724,0.1633,0.51,0.7029,"47005"
"1959",0.7908,0.8233,0.2607,0.6979,0.7443,"47017"
"1960",0.8242,0.4753,0.3254,0.4973,0.6436,"47023"
"1961",0.7624,0.9608,0.4648,0.3951,0.7596,"47045"
"1962",0.7309,0.673,0.1595,0.4282,0.5446,"47059"
"1963",0.7713,0.8959,0.1783,0.6167,0.708,"47073"
"1964",0.7334,0.3824,0.1277,0.1843,0.3688,"47085"
"1965",0.3137,0.0713,0.6008,0.5244,0.3035,"47093"
"1966",0.4048,0.2821,0.6348,0.3407,0.3863,"47105"
"1967",0.9296,0.781,0.2706,0.347,0.7172,"47109"
"1968",0.8946,0.5938,0.2856,0.3416,0.6478,"47123"
"1969",0.4618,0.6835,0.6947,0.3174,0.5172,"47125"
"1970",0.7175,0.7806,0.2311,0.3916,0.572,"47153"
"1971",0.8127,0.22,0.4177,0.2862,0.522,"47169"
"1972",0.0064,0.071,0.5002,0.0462,0.021,"47187"
"1973",0.6248,0.6654,0.8166,0.8169,0.8019,"48007"
"1974",0.5029,0.8173,0.7514,0.3852,0.6175,"48035"
"1975",0.6354,0.6068,0.7475,0.9806,0.8529,"48037"
"1976",0.593,0.3696,0.9172,0.0614,0.4564,"48045"
"1977",0.3838,0.1942,0.859,0.3317,0.4108,"48071"
"1978",0.5166,0.8198,0.852,0.5848,0.7264,"48093"
"1979",0.0729,0.1184,0.8876,0.3114,0.221,"48121"
"1980",0.8478,0.8539,0.6781,0.7373,0.8796,"48125"
"1981",0.4245,0.3878,0.5161,0.5186,0.4525,"48129"
"1982",0.7086,0.5285,0.759,0.8322,0.8067,"48133"
"1983",0.5032,0.2257,0.7268,0.7281,0.5758,"48147"
"1984",0.692,0.8217,0.8465,0.7294,0.843,"48161"
"1985",0.3803,0.3543,0.8991,0.6788,0.585,"48167"
"1986",0.7162,0.4562,0.894,0.9147,0.8602,"48185"
"1987",0.321,0.4276,0.2748,0.277,0.2532,"48199"
"1988",0.3818,0.0449,0.9134,0.7845,0.4924,"48209"
"1989",0.6392,0.6606,0.724,0.618,0.7201,"48213"
"1990",0.735,0.8612,0.8192,0.7676,0.8707,"48217"
"1991",0.6436,0.5412,0.7736,0.9545,0.8341,"48231"
"1992",0.5309,0.2751,0.7956,0.7892,0.6538,"48237"
"1993",0.486,0.5244,0.8965,0.6418,0.6774,"48239"
"1994",0.5363,0.4082,0.8523,0.3715,0.5691,"48257"
"1995",0.3678,0.8733,0.7997,0.7319,0.6959,"48265"
"1996",0.4296,0.1827,0.7326,0.0118,0.1955,"48269"
"1997",0.2869,0.9618,0.7561,0.7424,0.6879,"48285"
"1998",0.4487,0.6861,0.8583,0.6488,0.6752,"48287"
"1999",0.5908,0.7469,0.8017,0.2655,0.6156,"48289"
"2000",0.8892,0.766,0.914,0.9099,0.9532,"48293"
"2001",0.5067,0.5444,0.8758,0.0965,0.4605,"48295"
"2002",0.5318,0.4581,0.8574,0.8555,0.7497,"48303"
"2003",0.5697,0.8746,0.8252,0.5829,0.7627,"48331"
"2004",0.8471,0.9366,0.9312,0.8822,0.9662,"48349"
"2005",0.8634,0.8055,0.4387,0.3289,0.7207,"48351"
"2006",0.7035,0.7708,0.8956,0.8848,0.8866,"48353"
"2007",0.5481,0.7851,0.7052,0.6125,0.6952,"48365"
"2008",0.4669,0.5444,0.4394,0.2964,0.4016,"48379"
"2009",0.1404,0.9433,0.2496,0.0022,0.0911,"48393"
"2010",0.0704,0.0818,0.78,0.1105,0.1124,"48397"
"2011",0.6462,0.5657,0.8666,0.7803,0.7965,"48401"
"2012",0.7217,0.7631,0.6323,0.3559,0.685,"48417"
"2013",0.607,0.3897,0.9096,0.7252,0.7462,"48423"
"2014",0.8411,0.9121,0.7552,0.6285,0.885,"48429"
"2015",0.257,0.6925,0.3613,0.3629,0.3236,"48433"
"2016",0.4885,0.6953,0.3636,0.0337,0.2678,"48447"
"2017",0.3939,0.3368,0.879,0.8851,0.6643,"48451"
"2018",0.6494,0.5788,0.8061,0.8883,0.8166,"48485"
"2019",0.3876,0.1786,0.8908,0.3875,0.4436,"48493"
"2020",0.4325,0.6587,0.7717,0.4903,0.5768,"48497"
"2021",0.5487,0.8128,0.6339,0.4454,0.6322,"48499"
"2022",0.2621,0.1573,0.5419,0.0958,0.1592,"49003"
"2023",0.3513,0.0669,0.6511,0.4686,0.3201,"49005"
"2024",0.5296,0.6472,0.4747,0.5619,0.5615,"49007"
"2025",0.0459,0.1019,0.5323,0.1379,0.0796,"49011"
"2026",0.5841,0.2671,0.5664,0.3808,0.4822,"49013"
"2027",0.343,0.4686,0.3486,0.1999,0.2627,"49015"
"2028",0.3497,0.2697,0.7354,0.7561,0.5213,"49019"
"2029",0.5748,0.1509,0.5559,0.4438,0.4525,"49021"
"2030",0.3207,0.2486,0.7249,0.3442,0.3554,"49027"
"2031",0.0162,0.0544,0.1827,0.0003,0.0003,"49029"
"2032",0.3252,0.3314,0.3145,0.1474,0.1971,"49033"
"2033",0.5255,0.376,0.4804,0.1251,0.3261,"49041"
"2034",0.0016,0.0567,0.6826,0.1235,0.05,"49043"
"2035",0.3605,0.3219,0.6145,0.2006,0.3143,"49045"
"2036",0.5659,0.1897,0.5606,0.5043,0.4838,"49047"
"2037",0.0105,0.0573,0.6055,0.1646,0.0643,"49051"
"2038",0.3134,0.3652,0.7631,0.4298,0.4271,"49057"
"2039",0.0917,0.0942,0.2572,0.3295,0.0965,"50001"
"2040",0.0943,0.0169,0.54,0.7918,0.1831,"50007"
"2041",0.5341,0.5801,0.2101,0.0207,0.2067,"50009"
"2042",0.1602,0.1668,0.0933,0.9443,0.2787,"50021"
"2043",0.6615,0.4957,0.9,0.7682,0.8025,"51001"
"2044",0.0691,0.0318,0.7154,0.518,0.1732,"51003"
"2045",0.4344,0.1904,0.5068,0.1079,0.2366,"51036"
"2046",0.8137,0.8631,0.3849,0.3524,0.7057,"51037"
"2047",0.1882,0.1913,0.8879,0.1945,0.2573,"51087"
"2048",0.2369,0.369,0.001,0.056,0.065,"51091"
"2049",0.1411,0.2722,0.5167,0.1512,0.1583,"51103"
"2050",0.1051,0.1824,0.2098,0.0143,0.0207,"51115"
"2051",0.6755,0.8688,0.5263,0.7265,0.7768,"51117"
"2052",0.2866,0.2031,0.2827,0.3037,0.2025,"51119"
"2053",0.2825,0.3429,0.4123,0.4066,0.3,"51125"
"2054",0.5529,0.5632,0.85,0.5514,0.6764,"51131"
"2055",0.349,0.2792,0.3337,0.021,0.1213,"51133"
"2056",0.0567,0.0191,0.2907,0.0334,0.0057,"51145"
"2057",0.765,0.0548,0.8427,0.8606,0.7296,"51147"
"2058",0.3806,0.0882,0.5944,0.4136,0.3175,"51149"
"2059",0.1519,0.2117,0.3528,0.0019,0.0213,"51157"
"2060",0.5299,0.0509,0.8201,0.9341,0.6143,"51159"
"2061",0.0669,0.1503,0.524,0.2416,0.1312,"51161"
"2062",0.4363,0.1375,0.2222,0.079,0.1433,"51163"
"2063",0.7825,0.4696,0.1691,0.8262,0.6758,"51169"
"2064",0.7567,0.8465,0.1751,0.83,0.7548,"51173"
"2065",0.0277,0.2534,0.8173,0.1296,0.1541,"51179"
"2066",0.7796,0.4183,0.1385,0.6845,0.5936,"51185"
"2067",0.508,0.9245,0.7335,0.1802,0.5685,"51570"
"2068",0.0089,0.1102,0.6581,0.3464,0.1389,"51610"
"2069",0.8755,0.972,0.8644,0.6523,0.9408,"51670"
"2070",0.2898,0.4677,0.603,0.6081,0.4449,"51790"
"2071",0.3038,0.5371,0.8437,0.5212,0.514,"53005"
"2072",0.442,0.4744,0.8825,0.7641,0.678,"53007"
"2073",0.4478,0.6546,0.5861,0.7552,0.6146,"53009"
"2074",0.2618,0.2585,0.3572,0.3607,0.2414,"53031"
"2075",0.557,0.3913,0.7437,0.4639,0.5723,"53039"
"2076",0.2914,0.687,0.2792,0.0863,0.1984,"53043"
"2077",0.2634,0.2894,0.8223,0.7046,0.4873,"53053"
"2078",0.0404,0.093,0.4454,0.2343,0.0863,"53055"
"2079",0.1045,0.0799,0.8367,0.5527,0.2755,"53061"
"2080",0.301,0.3553,0.5715,0.7896,0.4825,"53063"
"2081",0.4382,0.2232,0.8411,0.9484,0.6831,"53071"
"2082",0.3672,0.049,0.694,0.8781,0.4541,"53073"
"2083",0.8369,0.3734,0.1643,0.7405,0.6513,"54001"
"2084",0.9264,0.4062,0.0271,0.7058,0.6646,"54007"
"2085",0.6567,0.4791,0.2722,0.808,0.6245,"54011"
"2086",0.6506,0.226,0.0901,0.4177,0.3608,"54017"
"2087",0.8525,0.7934,0.177,0.7584,0.764,"54019"
"2088",0.7516,0.7389,0.0812,0.7182,0.6433,"54027"
"2089",0.5446,0.7144,0.2993,0.6648,0.5656,"54039"
"2090",0.4831,0.0064,0.334,0.992,0.4111,"54061"
"2091",0.7662,0.7348,0.1474,0.1617,0.4662,"54063"
"2092",0.2666,0.29,0.1843,0.7482,0.3108,"54069"
"2093",0.6303,0.5463,0.0793,0.2512,0.358,"54071"
"2094",0.7232,0.2248,0.432,0.5976,0.5732,"54077"
"2095",0.7373,0.8427,0.4142,0.7074,0.7685,"54081"
"2096",0.5933,0.5438,0.0073,0.411,0.3672,"54093"
"2097",0.6287,0.4454,0.3855,0.6275,0.5685,"55001"
"2098",0.1873,0.2996,0.2964,0.0732,0.099,"55007"
"2099",0.2924,0.7176,0.2216,0.0458,0.1672,"55013"
"2100",0.4799,0.2681,0.5221,0.7705,0.535,"55019"
"2101",0.0611,0.0181,0.6699,0.6546,0.1688,"55025"
"2102",0.0525,0.185,0.2528,0.1302,0.0557,"55029"
"2103",0.2207,0.0372,0.3085,0.6536,0.1847,"55033"
"2104",0.2401,0.3929,0.0073,0.2935,0.1452,"55037"
"2105",0.4137,0.6899,0.049,0.5256,0.3602,"55051"
"2106",0.4089,0.3346,0.6969,0.6135,0.5111,"55059"
"2107",0.1691,0.0325,0.5301,0.6628,0.2089,"55063"
"2108",0.0561,0.1238,0.0675,0.0681,0.014,"55085"
"2109",0.2051,0.2904,0.0885,0.354,0.1602,"55099"
